State,Filename,Page,Text,Cluster_ID,Frequency_Label
California,1December21.json,3,"SECTION 8. DURATION Cooperation under this Memorandum of Understanding is effective upon signature by the Participants and approval of this Memorandum of Understanding at an Energy Commission business meeting. This Memorandum of Understanding shall be in effect for five (5) years from the date of business meeting approval-and may be renewed thereafter by mutual agreement ofthe Participants. Either Participant may discontinue this Memorandum ofUnderstanding through written communication to the other Participant. Discontinuation shall take effect thirty (30) calendar days following the date of notification and should not affect activities already under implementation. SECTION 9. FINAL PROVISIONS The Participants acknowledge that this Memorandum ofUnderstanding is only intended to provide for cooperation between the Participants and does not create any legally binding rights or obligations. To the extent that any other provision of this Memorandum of Understanding is inconsistent with this paragraph, this paragraph shall prevail. The Participants commit themselves in good faith to implement this Memorandum of Understanding to the fullest extent possible, subject to any changes in policy that they may adopt, and subject to the governing laws where the activities will be carried out. For the Scottish Government For the California Energy Commission  CHRIS STARK KAREN DOUGLAS Director of Energy & Climate Change Commissioner Directorate California Energy Resources Conservation and Development Commission Signed on IS Janeuy 2018 Signed on 12/21/ 17 in Gloogen, Scoul in sacramento, Calforhia",-1,Rarely
Alaska,Alaska_2.json,1,"JBIC From: JAPAN BANK FOR INTERNATIONAL COOPERATION (JBIC"") To: THE DEPARTMENT OF NATURAL RESOURCES OF THE STATE OF ALASKA (""Alaska DNR"") Date: August 10, 2023 Dear Sirs, Notice of Extension of Memorandum of Understanding We refer to the Memorandum of Understanding entered into between JBIC and Alaska DNR dated September 11, 2013 and renewed as of September 11, 2015, September 11, 2017, September 11, 2019 and September 11, 2021 (the ""MOU""). Pursuant to Article 5 (Termination) of the MOU, we hereby notify you of our decision to further: renew the MOU for another two years. The term of the renewed MOU will end on September 11, 2025 unless extended or terminated in accordance with its terms. All other terms and conditions of the MOU shall remain unchanged. Please acknowledge receipt of this notice by signing and returning to us the enclosed copy by August 31, 2023. Yours faithfully, For and on behalf of: JAPAN BANK FOR INTERNATIONAL COOPERATION 2h à de Name: SHIBUYA Atsuki Title: Director for Division 1 Energy Solutions Finance Department Energy and Natural Resources Finance Group JAPAN BANKI FOR INTERNATIONAL COOPERATION 4-1, Ohtemachi 1-Chome, Chiyoda-ku, Tokyo 100-8144, JAPAN",-1,Rarely
California,1December10.json,2,"experts and jointly encourage the development of public-private research programs e.g. to enhance the on-farm technical assistance provided to farmers and ranchers for water management. Article III. Engagement with Other Parties in Furtherance of this LOI The Two Parties support the ongoing academic collaboration between the University of California, Davis and Wageningen UR and encourage, by common decision of the Two Parties, individuals and entities from the academic, research, private, public, and other sectors, as well as other levels of government within the Netherlands and California, to support the cooperative activities described herein. This Letter of Intent will become effective on the date of signature and is done in duplicate in the English language. The Hague, December 10th, 2015 Karen Ross Taren Secretary for Food and Agriculture State of California, United States of America Martijn van Dam Minister for Agriculture the Netherlands 0028",-1,Rarely
California,1August26.json,2,"2 c) to encourage and support the exchange of experiences, statistics, information materials and any other information of mutual interest to their tourism sectors; d) to develop tourism crisis management committees if needed; e) to promote the implementation of training programs and train students between the Participants in the tourism sector; f) any other activity of common interest decided upon by the Participants. III. SPECIFIC COOPERATION PROGRAMS For the implementation of cooperation activities under this MoU, the Participants intend to formalize specific cooperation programs to the reasonable extent possible, which should develop the following information: a) activity development; b) objective; C) work schedule; a) assignment of the human and material resources to be allocated by each Participant; e) funding; responsibility of each Participant; g) information management; h) labor relation, and i) any other information deemed appropriate by the Participants. IV. INFORMATION PROTECTION If during the implementation of cooperation activities referred to in this MoU information, material and/or equipment that requires protection and/or classification is identified, the Participants should inform the competent authorities and establish, in writing, the appropriate action.",-1,Rarely
California,1August26.json,1,"MEMORANDUM OF UNDERSTANDING BETWEEN THE SECRETARIAT OF TOURISM OF THE UNITED MEXICAN STATES AND THE GOVERNMENT OF CALIFORNIA OF THE UNITED STATES OF AMERICA ON COOPERATION IN THETOURISM SECTOR The Secretariat of Tourism of the United Mexican States (SECTUR), and the Government of California of the United States of America, hereinafter jointly referred to as ""the Participants"", and separately as a ""Participant""; AIMED by the desire to develop and strengthen cooperation in the tourism sector between Mexico and California; BEARING in mind the importance of tourism as a significant factor for economic development and understanding between both Participants; CONFIRMING their interest in strengthening joint cooperation in the tourism sector and to create reciprocal advantages for the benefit of their tourism sectors of both Participants; Have reached the following understanding: I. OBJECTIVE The objective of this Memorandum of Understanding (MoU) is the development and strengthening of the cooperation between the Participants in the tourism sector based on equal rights and mutual benefit, in accordance with their respective legislation and binding international obligations of the Participants. II. ACTIVITIES OF COOPERATION In order to achieve the objective referred to this MoU, the Participants intend to conduct the following activities of cooperation: a) to develop tourism promotion initiatives to increase bilateral tourism flows, with emphasis on luxury travel, adventure and nature tourism, sports tourism, sun and beach tourism, cultural tourism and tourism organized for groups (i.e. distribution channels related to two-nation vacation tour operators); b) to promote the importance of tourism and travel as an economic engine, participate in seminars, conferences, exhibitions, symposia and congresses related to tourism and related issues, as well as any other action that represents a potential for tourism development in both Participants;",-1,Rarely
California,1August23.json,5,"5 ARTICLE VII Funding The Parties will finance the activities covered by this MoU with the resources allocated in their budgets, according to their availability, budget affectation and the provisions of its national law concerns. Each Party shall bear the costs of participation including labor expenses, so the application of this Instrument does not imply the allocation of resources by the Parties. ARTICLE VIII International Instruments The cooperation under this MoU shall not affect the rights and obligations which the Parties have acquired under other international instruments. ARTICLE IX Participation of Other Institutions The Parties shall, if considered appropriate, encourage the participation of other public and private institutions whose activities directly affect the areas of cooperation, with the aim of strengthening and expanding mechanisms to support effective implementation of this MoU. ARTICLE X Information Protection If during the implementation of cooperation activities referred to in this MoU information, material and/or equipment that requires protection and/or classification is identified, the Parties shall inform the competent authorities and established, in writing, the appropriate action. ARTICLE XI Intellectual Property If as a result of cooperative activities under this MoU, products of commercial value and/or intellectual property rights are generated, they are governed by the applicable national law. ARTICLE XII Availability of Personnel All activities undertaken pursuant to this MoU, and all personnel designated by the Parties for the execution of those activities undertaken pursuant to this MoU are subject to the applicable laws of the receiving country when in that country. Such",-1,Rarely
California,1August23.json,4,"4 ARTICLE V Work Programs The Parties shall draft Work Plans containing the following information: a) Objectives b) Implementation schedule c) Allocation of human and material resources d) Funding e) Responsibility of each Party f) Dissemination of results g) Any other information that the Parties deem appropriate to meet the objectives above. ARTICLE VI Monitoring and Supervision Mechanisms Establish a mechanism for proper coordination, supervision, follow-up and assessment of cooperative activities under this MoU, for wich are designated as representatives of the Parties to the following; For the SEFOA all the communication will be directed to: Contact: Dra. Belem Dolores Avendano Ruiz, Directora de Inspeccion, Sanidad e Inocuidad Address: km. 22.5 de la carretera Mexicali I San Luis Rio Colorado, Ejido Sinaloa, Mexicali, Baja California, C.P. 21350. Phone number: (686) 551-73-15 and 16 E-mail: bavendano@baja.gob.mx For the CDFA all the communication will be directed to: Josh Eddy Address: 1220 N Street, Room A 400, Sacramento, California, EUA Phone number: 916-654-0433 E-mail: josh.eddy@cdfa.ca.gov If one of the Parties decides to change the contact, this shall be informed and the new contact will be delivered.",-1,Rarely
Texas,Texas_31.json,1,"Memorandum of Understanding Between The State of Texas Of the United States of America And The Shimane Prefecture Of Japan Whereas, Mr. Nobuyoshi Sumita, the Governor of Shimane Prefecture, Japan, visited the State of Texas. from January 7 through 11, 2004, upon the official invitation from Mr. Rick Perry, the Governor of the State of Texas, USA, and; Whereas, Governor Sumita was warmly received by Governor Perry, Secretary of State Geoff Connor, and representatives and citizens of the State of Texas, and Governor Sumita and Governor Perry discussed and conferred together along with staff and interested parties, and; Whereas, the Shimane Prefecture and the State of Texas intend to promote Industry and to create new jobs in each region respectively; Now, therefore, the Shimane Prefecture and the State of Texas conclude and agree to the following points: 1. The Shimane Prefecture and the State of Texas agree to build a new Co-Creative relationship based on Industrial and Advanced Technologies, such as Environmental, Energy, Nano-Bio, Medical, etc. 2. As the first step of the Co-Creation, Shimane Prefecture and the State of Texas intend to promote and encourage the exchange of personnel between academic and/or research institutions! located in each region. 3. Shimane Prefecture and the State of Texas intend to establish a Task Force to formulate a plan that will be submitted to the Governors by the end of Summer, 2004. This plan will present concrete recommendations on the Co-Creative goals. The Task Force will be lead in Shimane Prefecture by Dr. Tadashi Sasaki and in the State of Texas by Dr. Zvi Yaniv. 4. The Task Force will be open to ad hoc collaboration proposals that could be proposed from time to time and will provide recommendations to both parties on how to proceed on a case- by-case basis. 5. Governor Sumita invites Governor Perry to visit Shimane Prefecture during Fall, 2004, to sign a final agreement of Co-Creation based on the recommendations of the Task Force. 6. This agreement is issued between the two parties on a best efforts basis and is not intended to create any legal and/or financial obligation for either partyl but does represent an intent to work together toward mutually beneficial endeavors. 7. In witness of the above, this agreement is executed in four official copies, two in English and two in Japanese, by authorized representatives of each party and will retain one copy each."" Upon confirming the above points, the Shimane Prefecture and the State of Texas affirm their understanding by signing below on January 8, 2004. Signed by: Signed by: ds T The Honorable Geoffrey S. Connor Thel Honorable Osamu Yamashita Secretary of State Director General State of Texas Shimane Prefecture",-1,Rarely
Texas,Texas_30.json,1,"MEMORANDUM OF UNDERSTANDING BETWEEN THE STATE OF TEXAS AND THE REPUBLIC OF BULGARIA The State of Texas of the United States of America and the Republic of Bulgaria, desiring to strengthen cooperation, to deepen understanding and to promote friendship, believe it necessary to establish friendly relations and jointly agree upon the signing of this Memorandum ofUnderstanding for the Establishment of Friendly Relations between the State of Texas and the Republic of Bulgaria. I. In accord with this Memorandum of Understanding and based upon goodwill, the spirit of equality and mutual benefit, both parties will actively encourage and promote the expansion of cooperation and exchange in the areas of trade, investment, tourism, science, and sport. Both parties will facilitate the spread of information about the corresponding partner thus helping to develop better mutual knowledge and people-to-people contacts. II. For the purpose of maintaining close contacts between the two signatories, the Office of the Secretary of State of the State ofTexas and the Embassy of the Republic of Bulgaria in the United States of America are appointed respectively as the liaisons between the two signatories. III. The governments of the two sides shall support exchange in the above-mentioned areas as well as facilitate the exchange of delegation visits between the two signatories. This Memorandum of Understanding is signed by the two parties in expression of their willingness to work together toward mutually beneficial endeavors and does not commit either party to any legally binding terms, conditions and obligations. This Memorandum of Understanding shall be valid until declared otherwise in writing by either party. The Memorandum of Understanding is written in duplicate in the English and the Bulgarian languages, both texts being equally authentic. The Memorandum of Understanding shall enter into force on the date of its signature. This Memorandum of Understanding is signed on the 4th of May, 2004 in Austin, Texas, USA. SSCensy The Honorable Geoffrey S. Connor The Honorable Solomon Passy Secretary of State Minister of Foreign Affairs The State ofTexas Republic of Bulgaria United States of America",-1,Rarely
Texas,Texas_50.json,2,"This Statement of Mutual Cooperation was signed on April 27, 2023, in Austin, Texas, United States of America in duplicate in Korean and English, with each version being equally valid for the recognition oft the above articles. Adriana Cruz Jeoung Yeol Yu Executivel Director President & CEO Texas Economic Development and Tourism Office Korea Trade-Investment Promotion. Agency Office oft the Texas Governor",-1,Rarely
