id,name,type
115899928012071589,United States of America,LOC
115899252938886431,Minnesota,LOC
115899252938886431,Patriots,ORG
115899252938886431,I. C. E.,ORG
115899252938886431,DJ,PER
115899010178595252,I. C. E.,ORG
115899010178595252,State,LOC
115899010178595252,Minnesota,LOC
115899010178595252,I. C. E.,ORG
115899010178595252,Law Enforcement,ORG
115899010178595252,Country,LOC
115898867378270216,FoxN,ORG
115898867378270216,Iranian,MISC
115898867378270216,Trump,PER
115896547660912892,Minneapolis,LOC
115896547660912892,Food Stamp,ORG
115896547660912892,Business,MISC
115896547660912892,##es,ORG
115896547660912892,Americans,MISC
115896547660912892,Somalia,LOC
115896547660912892,Country,LOC
115896547660912892,California,LOC
115896547660912892,Illinois,LOC
115896547660912892,New York,LOC
115896547660912892,Democrat,MISC
115896547660912892,F,ORG
115896547660912892,News Media,ORG
115896547660912892,AMERIC,LOC
115895806350456434,Venezuela,LOC
115895806350456434,Del,PER
115895806350456434,##cy Rodrguez,PER
115895806350456434,Venezuela,LOC
115895806350456434,", Minerals",ORG
115895806350456434,Trade,ORG
115895806350456434,National Security,ORG
115895806350456434,United States of America,LOC
115895806350456434,Venezuela,LOC
115895806350456434,Venezuela,LOC
115893658269457561,NATO,ORG
115893658269457561,Denmark,LOC
115893658269457561,USA,LOC
115893658269457561,Danish,MISC
115893658269457561,Russian,MISC
115893658269457561,Chinese,MISC
115893658269457561,Greenland,LOC
115893658269457561,Arctic,LOC
115893627273067088,House,ORG
115893627273067088,Wal,PER
115893625622462941,USA,LOC
115893625622462941,Rep,MISC
115893625622462941,Omar,PER
115893625622462941,DJ,PER
115893625622462941,##TS,ORG
115893625622462941,Fed,ORG
115893625622462941,Ohio,LOC
115893625622462941,Minnesota,LOC
115862109893187989,BR,MISC
115862109893187989,United States of America,LOC
115862109893187989,Nations,ORG
115862109893187989,Democrat,MISC
115862109893187989,TARIFFS,ORG
115862109893187989,National Security,ORG
115862109893187989,Supreme Court,ORG
115862109893187989,Country,MISC
115893309945152200,States,LOC
115893309945152200,AM,LOC
115893255826342514,United States,LOC
115893255826342514,Greenland,LOC
115893255826342514,National Security,ORG
115893255826342514,Golden Dome,LOC
115893255826342514,NATO,ORG
115893255826342514,R,LOC
115893255826342514,##USSI,LOC
115893255826342514,##A,ORG
115893255826342514,CH,ORG
115893255826342514,##INA,LOC
115893255826342514,H,MISC
115893255826342514,##APP,MISC
115893255826342514,United States,LOC
115893255826342514,NATO,ORG
115893255826342514,NATO,ORG
115893255826342514,Greenland,LOC
115893255826342514,UNIT,ORG
115893255826342514,DJ,PER
115889956193740965,Manufacturing Renaissance,MISC
115889956193740965,D,MISC
115889956193740965,##IS,MISC
115889956193740965,Investment,MISC
115889956193740965,U. S,LOC
115889956193740965,A,LOC
115889954671261109,Minnesota,LOC
115889954671261109,Trump,LOC
115889954671261109,Country,MISC
115889954671261109,Election,MISC
115889954671261109,Co,MISC
115889954671261109,Minneapolis,LOC
115889954671261109,St. Paul,LOC
115889954671261109,Il,PER
115889954671261109,##han Omar,PER
115889954671261109,Tim Walz,PER
115889954671261109,Minnesota,LOC
115889954671261109,Somali,MISC
115889954671261109,American,MISC
115889954671261109,Tim,PER
115889954671261109,Re,MISC
115889954671261109,Treasury,ORG
115889954671261109,Scott Bessent,PER
115889954671261109,Minnesota,LOC
115888656099131562,Scott Adams,PER
115888656099131562,God,PER
115888656099131562,Scott,PER
115888317758045915,Iranian Patriots,MISC
115888317758045915,Iranian,MISC
115888317758045915,H,ORG
115888317758045915,MI,PER
115888260399895701,USA,LOC
115888260399895701,Jerome Too Late Powell,PER
115888260399895701,MI,PER
115888070937502023,Minnesota,LOC
115888070937502023,ICE,ORG
115888070937502023,Countries,MISC
115888070937502023,USA,LOC
115888070937502023,Sleep,PER
115888070937502023,Joe B,PER
115888070937502023,Borders,MISC
115888070937502023,Chicago,LOC
115888070937502023,Minnesota,LOC
115888070937502023,Democrats,MISC
115888070937502023,MINNESOTA,LOC
115888061978141827,Minnesota,LOC
115888061978141827,ICE,ORG
115888061978141827,Countries,MISC
115888061978141827,USA,LOC
115888061978141827,Sleep,PER
115888061978141827,Joe B,PER
115888061978141827,Borders,MISC
115888061978141827,Chicago,LOC
115888061978141827,Minnesota,LOC
115888061978141827,Democrats,MISC
115888061978141827,MINNESOTA,LOC
115887347099564233,Patel,PER
115887347099564233,FBI,ORG
115887347099564233,anti,MISC
115887347099564233,Trump Arctic Frost,MISC
115886085338434959,Republican,MISC
115886085338434959,Roger Marshall,PER
115886085338434959,Credit Card Competition Act,MISC
115886085338434959,Swipe Fee,MISC
115886085338434959,Roger,PER
115886085338434959,FA,MISC
115886085338434959,##ASTI,MISC
115886085338434959,DJ,PER
115884759090137876,Sleep,PER
115884759090137876,Joe Biden,PER
115884759090137876,Radical,MISC
115884759090137876,Democrats,MISC
115884759090137876,American,MISC
115884759090137876,Americans,MISC
115884759090137876,Data Centers,ORG
115884759090137876,Administration,ORG
115884759090137876,American Technology Companies,ORG
115884759090137876,American People,MISC
115884759090137876,Microsoft,ORG
115884759090137876,Americans,MISC
115884759090137876,AI,ORG
115884759090137876,Data Centers,ORG
115884759090137876,Americans,MISC
115884759090137876,Technology Companies,ORG
115884759090137876,Microsoft,ORG
115884759090137876,DJ,PER
115884425860726582,P,ORG
115884425860726582,Manhattan,LOC
115884425860726582,New York,LOC
115884425860726582,New York,LOC
115884319075881590,Islamic Republic of Iran,LOC
115884319075881590,United States of America,LOC
115884164936451552,FBI,ORG
115884164936451552,Scum,MISC
115884164936451552,Portland,LOC
115884164936451552,Minnesota,LOC
115884164936451552,Los Angeles,LOC
115884164936451552,Ka,PER
115884164936451552,##sh,PER
115884164936451552,Radical Left Lunatics,ORG
115884164936451552,Auto Pen,ORG
115884164936451552,Obama,ORG
115884164936451552,DJ,PER
115883475463948362,Supreme Court,ORG
115883475463948362,United States of America,LOC
115883475463948362,Companies,ORG
115883475463948362,##ies,ORG
115883475463948362,and Equipment,ORG
115883475463948362,Tri,MISC
115883475463948362,America,LOC
115883475463948362,Supreme Court,ORG
115883475463948362,United States of America,LOC
115883475463948362,National Security,ORG
115882511750475574,DINA P,ORG
115882511750475574,H,ORG
115882511750475574,ME,LOC
115882511750475574,Mark Z,PER
115882511750475574,Trump Administration,ORG
115882511750475574,DJ,PER
115882232505676630,NATO,ORG
115882232505676630,DJ,PER
115879659776888469,Trump,PER
115879485276291693,NY AG Letitia,ORG
115879485276291693,James,PER
115877277396911389,Federal Indictment,MISC
115877277396911389,United States,LOC
115877277396911389,Come,PER
115877176968623599,Honduras,LOC
115877176968623599,Juan Orlando Hernandez,PER
115877159371615050,Michael F. Cannon,PER
115877159371615050,Healthcare Policy,ORG
115877159371615050,CATO Institute,ORG
115877159371615050,ObamaCare,MISC
115877159371615050,ObamaCare,MISC
115877159371615050,Congress,ORG
115877159371615050,ObamaCare,MISC
115877159371615050,ObamaCare,MISC
115877159371615050,ObamaCare,MISC
115877159371615050,Congress,ORG
115877159371615050,Trump Rules,MISC
115877159371615050,Trump,PER
115877159371615050,Plans,MISC
115877159371615050,Obama,PER
115877159371615050,Congress,ORG
115877159371615050,Te,MISC
115877159371615050,Plans,MISC
115877159371615050,ObamaCare,MISC
115877159371615050,Trump,PER
115877159371615050,Democrats,MISC
115877159371615050,ObamaCare,MISC
115877159371615050,Healthcare,ORG
115877159371615050,ZERO,ORG
115877159371615050,Congress,ORG
115877159371615050,Private Insurance Companies,ORG
115877159371615050,Health Insurance Companies,ORG
115876460615555838,Cuba,LOC
115876460615555838,O,MISC
115876460615555838,Venezuela,LOC
115876460615555838,Cuba,LOC
115876460615555838,Security Services,ORG
115876460615555838,Venezuelan,MISC
115876460615555838,Cuban,MISC
115876460615555838,U. S,LOC
115876460615555838,A,LOC
115876460615555838,Venezuela,LOC
115876460615555838,Venezuela,LOC
115876460615555838,United States of America,LOC
115876460615555838,C,LOC
115876460615555838,Z,LOC
115876460615555838,DJ,PER
115873451908160529,Venezuela,LOC
115873451908160529,USA,LOC
115873451908160529,DJ,PER
115873337954422404,America First,ORG
115873337954422404,Patriot,MISC
115873337954422404,Jon Maples,PER
115873337954422404,Florida,LOC
115873337954422404,House,ORG
115873337954422404,Jon,PER
115873337954422404,Palm Beach County,LOC
115873337954422404,MA,PER
115873337954422404,Meg Weinberg,PER
115873337954422404,Jon,PER
115873337954422404,Jon,PER
115873337954422404,U. S. A,LOC
115873337954422404,Crime,MISC
115873337954422404,Military,ORG
115873337954422404,Enforcement,ORG
115873337954422404,Amendment,MISC
115873337954422404,Jon Maples,PER
115873337954422404,Florida,LOC
115873337954422404,HD,MISC
115873337954422404,Primary Election Day,MISC
115873188207807497,Iranian,MISC
115873188207807497,London,LOC
115872769704977517,Marc Siegel,PER
115872769704977517,The Miracles Among Us,MISC
115872769704977517,DJ,PER
115872684220634537,United States of America,LOC
115872664324587956,New York Football Giants,ORG
115872664324587956,John Harbaugh,PER
115872664324587956,John,PER
115872214156165257,Iran,LOC
115872214156165257,FRE,MISC
115872214156165257,USA,LOC
115872191697421818,Venezuelan,MISC
115872191697421818,Venezuela,LOC
115872191697421818,DJ,PER
115871761540198799,Bond,PER
115871761540198799,Obama,PER
115871761540198799,B,PER
115871761540198799,##iden,MISC
115871740731557028,Jack Smith,PER
115871740731557028,Jack Smith,PER
115871740731557028,Trump,PER
115871740731557028,Arctic Frost,MISC
115871569409937657,G,ORG
115871569409937657,##RE,MISC
115871569409937657,##G J,ORG
115871569409937657,Come,PER
115871569409937657,Russian,MISC
115871569409937657,Nixon,PER
115871567004197826,G,ORG
115871567004197826,##REGG J,ORG
115871567004197826,Trump,PER
115871567004197826,Mad,PER
115871567004197826,##uro,PER
115871564802315111,Gregg Jarrett,PER
115871564802315111,G,PER
115871564802315111,Wal,PER
115871564802315111,##z,PER
115871564802315111,Minnesota,LOC
115871553613947408,Bill Pulte,PER
115871553613947408,Newsmax,ORG
115871553613947408,Trump,PER
115868224630084983,Venom and Valor,ORG
115670577719463498,James Jones,PER
115670577719463498,White House,LOC
115670577719463498,Venom and Valor,MISC
115670577719463498,White House,LOC
115670577719463498,Survival,MISC
115670577719463498,Amazon,LOC
115670577719463498,Patriots,MISC
115670577719463498,Jones,PER
115868163614710077,National Portrait Gallery,ORG
115868163614710077,8th,LOC
115868163614710077,G Streets NW,LOC
115868163614710077,Washington,LOC
115868163614710077,D. C,LOC
115868137663758679,American Public,ORG
115868137663758679,Credit Card Companies,ORG
115868137663758679,Sleep,MISC
115868137663758679,##y Joe Biden Administration,ORG
115868137663758679,United States,LOC
115868137663758679,Credit Card,MISC
115868137663758679,Trump,ORG
115868137663758679,Administration,MISC
115868137663758679,AMERIC,LOC
115868134941083354,B,PER
115868134941083354,##ability,ORG
115868134941083354,Fan,PER
115868134941083354,##nie Mae,ORG
115868134941083354,Freddie Mac,ORG
115868134941083354,Mo,ORG
115868134941083354,Bond,ORG
115868134941083354,American,MISC
115868134941083354,Co,MISC
115868134941083354,Americans,MISC
115868132990949589,American Public,ORG
115868132990949589,Credit Card Companies,ORG
115868132990949589,Sleep,MISC
115868132990949589,##y Joe Biden Administration,ORG
115868132990949589,United States,LOC
115868132990949589,Credit Card,MISC
115868132990949589,Trump,ORG
115868132990949589,Administration,MISC
115868132990949589,AMERIC,LOC
115867481802224393,Wyoming,LOC
115867481802224393,MA,PER
115867481802224393,Megan Degenfeld,PER
115867481802224393,Great,MISC
115867481802224393,State of,LOC
115867481802224393,Wyoming,LOC
115867481802224393,Wyoming,LOC
115867481802224393,Instruction,ORG
115867481802224393,Megan,PER
115867481802224393,Megan,PER
115867481802224393,Wyoming,LOC
115867481802224393,U,LOC
115867481802224393,S,LOC
115867481802224393,A,LOC
115867481802224393,American Energy,ORG
115867481802224393,Enforcement,ORG
115867481802224393,Amendment,MISC
115867481802224393,MA,PER
115867481802224393,Megan Degenfeld,PER
115867481802224393,ME,LOC
115867403112667181,Venezuela,LOC
115867403112667181,Donald J,PER
115867403112667181,Trump,PER
115867403112667181,Growth,MISC
115867403112667181,Mark Penn,PER
115867385857410443,Art Laffer,PER
115867385857410443,Stephen Moore,PER
115867385857410443,The,MISC
115867385857410443,Trump Economic Miracle,MISC
115867385857410443,Nations National and Economic Security,ORG
115867385857410443,Art,PER
115867385857410443,Stephen,PER
115867385857410443,America First,ORG
115867385857410443,GRE,MISC
115867385857410443,Book,MISC
115866908684935165,United States of America,LOC
115866908684935165,Interim Authorities of Venezuela,ORG
115866908684935165,Venezuela,LOC
115866908684935165,Venezuela,LOC
115866908684935165,G,MISC
115866908684935165,##REAT Energy Deal,MISC
115866624593954329,Oil Companies in the World,ORG
115866624593954329,White House,LOC
115866624593954329,P,MISC
115866624593954329,Ballroom,LOC
115866624593954329,Oil Companies,ORG
115866624593954329,Energy,ORG
115866624593954329,Chris Wright,PER
115866624593954329,Interior,ORG
115866624593954329,Doug Burgum,PER
115866624593954329,Venezuelan,MISC
115866624593954329,Venezuela,LOC
115866624593954329,"Security, and People",ORG
115866624593954329,American People,MISC
115866624593954329,Drugs,MISC
115866624593954329,and Criminal,ORG
115866624593954329,##s,MISC
115866624593954329,United States of America,LOC
115866622554668872,Gustavo Petro,PER
115866622554668872,Colombia,LOC
115866622554668872,White House,LOC
115866622554668872,Colombia,LOC
115866622554668872,U. S,LOC
115866622554668872,A,LOC
115866622554668872,United States,LOC
115864395969123502,Venezuela,LOC
115864395969123502,See,MISC
115864395969123502,U. S. A.,LOC
115864395969123502,Venezuela,LOC
115864395969123502,Attacks,MISC
115864395969123502,B,ORG
115864395969123502,OIL,ORG
115864395969123502,The White House,LOC
115864395969123502,DJ,PER
115863379883214601,Iran,LOC
115862684255980250,Sean Hannity,PER
115862684255980250,FoxNews,ORG
115862665860473431,California,LOC
115862665860473431,Gavin Newscum,PER
115862665860473431,Africa,LOC
115862665860473431,USA,LOC
115862665860473431,California,LOC
115862665860473431,Federal,ORG
115862665860473431,DJ,PER
115861588073149023,B,PER
115861588073149023,##iden,PER
115861588073149023,Housing,ORG
115861588073149023,Market,MISC
115861588073149023,Crime,MISC
115861588073149023,Borders,MISC
115861588073149023,Afghanistan Disaster,MISC
115861588073149023,Confusion,MISC
115861588073149023,United States,LOC
115861588073149023,Housing,ORG
115861588073149023,Market,MISC
115861588073149023,Fan,PER
115861588073149023,##nie,MISC
115861588073149023,Mae,ORG
115861588073149023,Freddie Mac,ORG
115861588073149023,Biden Administration,ORG
115861588073149023,AMER,MISC
115861588073149023,Administration,ORG
115861588073149023,AMERIC,ORG
115861537483492504,Intel,ORG
115861537483492504,Li,PER
115861537483492504,##p,PER
115861537483492504,B,PER
115861537483492504,##u Tan,PER
115861537483492504,Intel,ORG
115861537483492504,S,MISC
115861537483492504,U,LOC
115861537483492504,S,LOC
115861537483492504,A,LOC
115861537483492504,United,ORG
115861537483492504,States,LOC
115861537483492504,Government,ORG
115861537483492504,Intel,ORG
115861537483492504,U. S. A,LOC
115861537483492504,American People,MISC
115861537483492504,Intel,ORG
115861537483492504,Country,LOC
115861537483492504,Chip Manufacturing,ORG
115861537483492504,America,LOC
115860738010214901,Republicans,MISC
115860738010214901,Senators,MISC
115860738010214901,Democrats,MISC
115860738010214901,Powers,MISC
115860738010214901,United States of America,LOC
115860738010214901,Susan Collins,PER
115860738010214901,Lisa Murkowski,PER
115860738010214901,Rand Paul,PER
115860738010214901,Josh Hawley,PER
115860738010214901,Todd Young,PER
115860738010214901,V,MISC
115860738010214901,American Self Defense and National Security,ORG
115860738010214901,Presidents Authority,ORG
115860738010214901,War Powers Act,MISC
115860738010214901,Article II,MISC
115860738010214901,Constitution,MISC
115860738010214901,Department,ORG
115860738010214901,of Justice,ORG
115860738010214901,Senate,ORG
115859532176676320,Somali,MISC
115859532176676320,Minneapolis,LOC
115859532176676320,US,LOC
115857498674115807,Nicole Parker,PER
115856506155736586,Colombia,LOC
115856506155736586,Gustavo Petro,PER
115856506155736586,Marco Rubio,PER
115856506155736586,Colombia,LOC
115856506155736586,White House,LOC
115856506155736586,Washington,LOC
115856506155736586,D. C,LOC
115856078669121098,Venezuela,LOC
115856078669121098,American Made Products,ORG
115856078669121098,Oil Deal,MISC
115856078669121098,American Agricultural Products,ORG
115856078669121098,American,MISC
115856078669121098,Made Medicines,ORG
115856078669121098,Devices,ORG
115856078669121098,Venezuela,ORG
115856078669121098,Electric Grid,ORG
115856078669121098,Energy Facilities,ORG
115856078669121098,Venezuela,LOC
115856078669121098,United States of America,LOC
115856078669121098,Venezuela,LOC
115856078669121098,United States,LOC
115855894695940909,Congress,ORG
115855894695940909,Country,LOC
115855894695940909,Dream Military,ORG
115855894695940909,United States,LOC
115855894695940909,Sleep,PER
115855894695940909,Joe B,PER
115855894695940909,##iden,ORG
115855894695940909,Country,LOC
115855894695940909,Tri,MISC
115855894695940909,Military Force,ORG
115855894695940909,Patriots,ORG
115855894695940909,Country,LOC
115855836062461949,Department of War,ORG
115855836062461949,Defense Contractor,ORG
115855836062461949,Raytheon,ORG
115855836062461949,Department of War,ORG
115855836062461949,United States Military,ORG
115855836062461949,Raytheon,ORG
115855836062461949,B,ORG
115855836062461949,##iden Administration,ORG
115855836062461949,Raytheon,ORG
115855836062461949,Plants and Equipment,ORG
115855836062461949,Department of War,ORG
115855836062461949,Raytheon,ORG
115855836062461949,United States Government,ORG
115855836062461949,Country,LOC
115855701696773990,Minneapolis,LOC
115855701696773990,Minnesota,LOC
115855701696773990,Radical Left,ORG
115855701696773990,AMERICA,ORG
115855701696773990,Radical Left Movement of Violence and Hate,ORG
115855387946005468,United State Defense Contractors,ORG
115855387946005468,Defense Industry,ORG
115855387946005468,Military,ORG
115855387946005468,Equipment,MISC
115855387946005468,Defense Contractors,ORG
115855387946005468,Plants,ORG
115855387946005468,Equipment,ORG
115855387946005468,Defense Industry,ORG
115855387946005468,Military,ORG
115855387946005468,Defense Companies,ORG
115855387946005468,Great Military Equipment,MISC
115855387946005468,NE,LOC
115855387946005468,M,LOC
115855387946005468,##OD,LOC
115855387946005468,Equipment,MISC
115855387946005468,Defense Companies,ORG
115855387946005468,Salaries,ORG
115855387946005468,Co,ORG
115855387946005468,MI,ORG
115855387946005468,##IT,ORG
115855059527504524,American Dream,MISC
115855059527504524,Record High In,MISC
115855059527504524,##lation,MISC
115855059527504524,Joe Biden,PER
115855059527504524,Democrats,MISC
115855059527504524,Congress,ORG
115855059527504524,American Dream,MISC
115855059527504524,Americans,MISC
115855059527504524,Congress,ORG
115855059527504524,and A,MISC
